name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Mr. Jones,August And Everything After,Counting Crows,5DiXcVovI0FcY2s0icWWUu,1993-01-01,78,272293,0.578,0.183,0.817,3.06e-06,0.285,0.726,-6.542,0.0363,141.621,0,4,happy
Relight My Fire - Single Version,70s Gems,Various Artists,0ZvLrvwzp0nBkfmtzL7XO1,2010-03-26,52,224333,0.759,0.0687,0.871,0.0,0.342,0.871,-7.034,0.0391,120.43,0,4,happy
New Shoes,These Streets,Paolo Nutini,265Anh9hGoozFigjUVLUeD,2007-01-30,67,203653,0.748,0.47,0.735,1.09e-05,0.0851,0.854,-8.692,0.0903,150.04,8,4,happy
Sunshine,Sunshine,Ginger Ninja,6t8fsgGOkzlKrbhU5g36n7,2009-06-23,22,195093,0.571,0.00293,0.932,0.00119,0.0765,0.965,-3.362,0.0315,135.982,1,4,happy
Never Get Enough,Das Pop,Das Pop,2RSBqovddtgoftscXD3O2X,2009-11-02,25,200973,0.516,0.00278,0.95,2.19e-05,0.141,0.961,-4.117,0.0546,190.045,7,4,happy
Life Ain't Ever Been Better Than It Is Now,Black and White America,Lenny Kravitz,1JOLc9q3b1Ldkx5iXU5UVU,2011-08-30,21,257279,0.843,0.0503,0.919,0.146,0.0348,0.733,-8.139,0.0956,93.405,4,4,happy
Awkward,Awkward EP,San Cisco,7F6pMP39RL3eLP4SDTDHbm,2012-10-22,34,153960,0.589,0.0765,0.867,8.19e-05,0.108,0.903,-5.791,0.106,161.899,6,4,happy
Learnalilgivinanlovin,Like Drawing Blood,Gotye,19nB8O3CnJ8KEuaRTLAcnE,2006-05-21,24,172840,0.725,0.201,0.79,4.15e-05,0.0852,0.697,-4.502,0.0423,128.989,5,4,happy
Sweet Sunshine,Pass It On,Douwe Bob,4KSSe0aAoGPiRacSqgAF9W,2015-05-15,35,182716,0.597,0.0968,0.881,0.000237,0.373,0.624,-5.827,0.0394,128.777,4,4,happy
I'll Be That Friend - Radio Edit,For Real Life And Not Pretend,Jodie Abacus,5g0i6B7xPsaldRbjxMd2OL,2016-02-26,26,210909,0.715,0.222,0.702,2.33e-06,0.81,0.851,-4.856,0.0277,98.993,9,4,happy
Do It,Tuxedo,Tuxedo,1cyP2lN6FqZsF8eO1L62Qv,2015-03-03,0,258502,0.818,0.0642,0.858,0.256,0.256,0.753,-4.219,0.0398,119.605,1,4,happy
Inhale,Inhale,Duke Dumont,2ahZ2CL8ygJ9dEele0eM5E,2018-03-15,0,190730,0.74,0.0224,0.817,0.0,0.0643,0.47,-4.35,0.0642,118.029,2,4,happy
If You Cannot Talk,If You Cannot Talk,Eckhardt And The House,0pnT2H2ReoYmKHyxMbp1ae,2018-02-23,16,203209,0.728,0.0318,0.88,0.00224,0.0462,0.939,-5.841,0.0349,109.017,5,4,happy
Thunder in My Heart,Veronica Car Hits (Autovisie),Various Artists,0GpdHgW8fzxGAfDD7LnL1D,2016-10-14,0,212160,0.684,0.000473,0.723,0.0287,0.0681,0.536,-8.244,0.0729,130.525,2,4,happy
Got My Mind Set On You - 2009 Mix,Let It Roll - Songs Of George Harrison,George Harrison,5jGHNc7FNfaRXsC42dAO9J,2009-01-01,0,232626,0.744,0.394,0.882,2.72e-06,0.661,0.963,-5.754,0.043,149.252,4,4,happy
Let's Groove,Raise!,"Earth, Wind & Fire",3koCCeSaVUyrRo3N2gHrd8,1981-11-14,80,339320,0.869,0.121,0.648,2.17e-05,0.126,0.9,-8.698,0.0633,125.035,11,4,happy
Jungle Love,Ice Cream Castle,The Time,0QUpBXTOdB4JJyTGFN6dH1,1984-07-03,54,333360,0.761,0.0713,0.641,0.0269,0.483,0.822,-13.466,0.0445,119.61,8,4,happy
Do You Wanna Hold Me,Ladies Of The '80s,Various Artists,0312qEXbHlofGWXUhAxyfJ,2007-01-01,9,207107,0.536,0.013,0.93,0.0,0.706,0.718,-5.23,0.0915,138.676,8,4,happy
Down To Earth,Magic Of The Eighties,Various Artists,2QAOSnwZEyZ82rIJUoMyP0,2014-05-23,33,227919,0.679,0.501,0.799,0.0,0.109,0.78,-7.629,0.035,110.149,9,4,happy
You On My Mind,Kaleidoscope World,Swing Out Sister,6nR1leRUnQevkviSVJjG7G,1989-01-01,0,214626,0.611,0.134,0.629,0.0,0.0784,0.589,-10.596,0.0344,146.091,2,4,happy
Love Rollercoaster,Red Hot Chilli Peppers - A Tribute,Studio 99,2FozYc2XRBQfCv9UD6tEPZ,2002,0,266657,0.752,0.279,0.866,0.0116,0.135,0.622,-5.881,0.0278,117.059,2,4,happy
Sunny,Sunny,Bobby Hebb,2JdM4xPoCuHrMzOGQrMUBj,1966-01-01,0,165066,0.714,0.93,0.338,0.00644,0.389,0.667,-10.994,0.0456,128.386,4,4,happy
Solsbury Hill,Peter Gabriel 1: Car (Remastered),Peter Gabriel,6vZZtivPrtpggT5SSXsYTy,1977,71,261560,0.678,0.355,0.631,0.000268,0.376,0.463,-8.624,0.0301,102.378,11,1,happy
Diamonds on the Soles of Her Shoes,Graceland (25th Anniversary Deluxe Edition),Paul Simon,71GvlH0VdeClloLIkHrAVu,1986-08-12,63,349280,0.791,0.776,0.677,0.00121,0.224,0.876,-9.724,0.0356,110.64,5,4,happy
Don't Worry Baby - Remastered 2001,The Beach Boys Love Songs,The Beach Boys,0vBPA3c3M5FEzjmMJ3ByFK,2006-01-01,35,168200,0.543,0.295,0.325,0.0,0.0932,0.886,-14.398,0.0313,121.238,4,4,happy
I Can See Clearly Now - Edit,I Can See Clearly Now,Johnny Nash,0DcrhZ12WcCqruCs8ibXSf,1972,70,164733,0.681,0.633,0.373,0.00113,0.0751,0.623,-13.2,0.0568,123.423,2,4,happy
Stuck In The Middle With You,Stealers Wheel,Stealers Wheel,3Vby4nGmtbDo7HDJamOWkT,1972-01-01,77,208946,0.82,0.0936,0.575,0.000135,0.109,0.964,-9.144,0.0408,123.765,7,4,happy
Sir Duke,Songs In The Key Of Life,Stevie Wonder,4pNiE4LCVV74vfIBaUHm1b,1976-09-28,73,232760,0.588,0.16,0.568,0.0,0.0792,0.952,-9.766,0.0672,106.938,6,4,happy
Free Ride,They Only Come Out At Night,Edgar Winter,4DhbiXEuV7JxSR0wuqetTa,1972-11-30,63,187173,0.674,0.29,0.686,0.00322,0.189,0.814,-11.927,0.0597,124.204,2,4,happy
Move on Up,Move on Up,Curtis Mayfield,0MHXrqn909p0LRTPsNsGEi,1970,70,165789,0.538,0.417,0.969,0.00154,0.119,0.928,-5.626,0.0906,138.652,11,4,happy
Me Myself And I,Go Dj,Various Artists,6DWGygynRKi72rvKp4F3kS,2001,30,224693,0.898,0.0713,0.92,5.55e-05,0.0909,0.875,-7.859,0.0638,114.343,5,4,happy
Walk The Dinosaur,Classic 80's,Various Artists,0xlq96UPZXVBqfNZP1WpfM,2003-01-01,41,262333,0.802,0.115,0.794,0.0121,0.0808,0.909,-12.087,0.0492,115.361,2,4,happy
Play That Funky Music,Wild Cherry,Wild Cherry,5uuJruktM9fMdN9Va0DUMl,1976,72,300000,0.814,0.0435,0.672,0.0,0.061,0.933,-12.068,0.0619,109.394,9,4,happy
It's Not Unusual,Along Came Jones,Tom Jones,3TlIt0ReIxPsVZcOEivT5U,1965-05-01,71,119800,0.476,0.598,0.722,0.0,0.184,0.909,-10.017,0.0646,92.966,0,4,happy
I Wish,Songs In The Key Of Life,Stevie Wonder,687YZan9Gol1UVvbpUSO6Y,1976-09-28,66,252373,0.821,0.0816,0.721,7.37e-06,0.0664,0.885,-10.401,0.0515,105.866,10,4,happy
Town Called Malice,The Gift,The Jam,0gdmDP6xy3ZV7JNoHWAN9k,1982-03-12,71,173320,0.542,0.00228,0.91,0.00524,0.0686,0.775,-8.924,0.0873,101.774,7,4,happy
I Don't Feel Like Dancin',Ta Dah,Scissor Sisters,1q9l6c8bAzqWcvO3DM6FsR,2006-01-01,64,288360,0.707,0.0195,0.923,0.0,0.342,0.845,-3.409,0.0276,108.023,7,4,happy
Got to Get You Into My Life,"The Best Of Earth, Wind & Fire Vol. 1","Earth, Wind & Fire",4vGQNeWAh2WKPYsqhp5wSg,1978-11-23,55,243106,0.698,0.59,0.608,0.00148,0.155,0.779,-9.571,0.0691,140.901,8,4,happy
Our House,The Rise & Fall,Madness,1EXrFPfVNVsyb32yapebbM,1982-10-08,67,203120,0.589,0.0884,0.715,0.00105,0.0559,0.806,-6.073,0.0401,120.999,0,4,happy
Dancing In The Street - Stereo,Dance Party,Martha Reeves & The Vandellas,6rLqjzGV5VMLDWEnuUqi8q,1965-01-01,68,165226,0.556,0.0118,0.57,0.000526,0.198,0.304,-9.472,0.0393,126.01,2,4,happy
Dancing On The Ceiling,Dancing On The Ceiling (Expanded Edition),Lionel Richie,0snPJPxkk0MbTc0xeUvAPt,1986,70,270720,0.698,0.12,0.774,2.26e-06,0.394,0.731,-8.642,0.048,133.197,0,4,happy
You Can't Hurry Love - 2016 Remaster,"Hello, I Must Be Going! (Deluxe Edition)",Phil Collins,4YwbSZaYeYja8Umyt222Qf,1982-11-05,77,175746,0.62,0.0261,0.936,0.0,0.0679,0.763,-4.593,0.0308,97.527,7,4,happy
We Are Family - 2006 Remaster,Definitive Groove: Sister Sledge,Sister Sledge,2DYtBXueUkZyUZAHKJAAIs,2007-02-05,51,500866,0.808,0.201,0.789,0.000128,0.0406,0.842,-6.805,0.0715,116.006,2,4,happy
I've Got the Music in Me,I've Got the Music in Me (Bonus Track Version),Kiki Dee,2dpGNisIy8LNjpEGzDdtft,1974-01-01,49,302440,0.492,0.277,0.85,3.46e-05,0.634,0.343,-6.137,0.159,119.469,7,4,happy
Walk and Talk It,Lou Reed,Lou Reed,7wMaLtWGYFmzWdKNi5daj5,1972-06-01,22,219093,0.724,0.226,0.893,0.526,0.12,0.964,-6.711,0.0388,133.958,7,4,happy
Wait,The Fault In Our Stars: Music From The Motion Picture,Various Artists,6Prs4p7iVZxODcO62NIiA6,2014-05-19,0,341200,0.429,0.203,0.243,0.106,0.098,0.0775,-9.827,0.0317,147.927,2,4,sad
Body,Body,Jordan Suaste,3uG6rdUthcTvbK70fwkPky,2020-05-15,0,205401,0.359,0.629,0.324,0.0,0.0649,0.326,-8.687,0.0381,98.024,7,4,sad
Feeling Whitney,Stoney (Deluxe),Post Malone,00oy0A1Y3IS8SgP8W8xS30,2016-12-09,0,257266,0.433,0.81,0.223,3.67e-06,0.229,0.227,-12.616,0.0375,81.03,0,4,sad
Coming Down,Only in Dreams,Dum Dum Girls,4JsQ7ERzbaWUrvU4vYU7LO,2011-09-27,0,389035,0.222,0.00649,0.554,0.00911,0.37,0.269,-5.274,0.0357,136.625,2,3,sad
my future,my future,Billie Eilish,2ygvZOXrIeVL4xZmAWJT2C,2020-07-30,72,208155,0.444,0.795,0.309,0.132,0.352,0.0875,-10.956,0.062,104.745,8,4,sad
Lost Without You,Lost Without You,Freya Ridings,26z6V1SijQq6J3gPIu1H7t,2017-11-03,0,225076,0.409,0.928,0.137,0.0,0.0706,0.106,-9.169,0.0446,162.08,6,1,sad
Two,Atlas: Enneagram,Sleeping At Last,62CprXvSWsKBvYu3Yba55A,2019-07-11,60,258609,0.504,0.902,0.327,7.63e-06,0.445,0.299,-9.49,0.0367,132.803,4,4,sad
Quite Miss Home,YOU,James Arthur,2deFH5zveEBEUuURpqTN3C,2019-10-18,64,243186,0.578,0.608,0.43,2.67e-06,0.117,0.156,-6.396,0.0282,136.824,10,4,sad
All I Want,In A Perfect World,Kodaline,5JuA3wlm0kn7IHfbeHV0i6,2012,0,306386,0.226,0.161,0.408,0.131,0.187,0.142,-9.74,0.0432,91.341,0,3,sad
The Joke,"By The Way, I Forgive You",Brandi Carlile,18k8IlS52uxRWObykDUZFG,2018-02-16,60,279373,0.236,0.327,0.578,0.00015,0.206,0.227,-5.477,0.0404,75.367,7,4,sad
Inspired,Younger Now,Miley Cyrus,4OMAJ5nXjSH5PY30lalIhC,2017-09-29,44,201160,0.55,0.464,0.518,0.0,0.125,0.217,-6.055,0.0253,103.955,7,4,sad
Trust,Lost,Brent Faiyaz,0oufSLnKQDoBFX5mgkDCgR,2018-10-19,76,158420,0.764,0.224,0.394,8.71e-05,0.119,0.471,-8.559,0.154,92.011,8,4,sad
Saturn,Atlas: I,Sleeping At Last,3tJjZMHLqhD8DaGgdBICnc,2014-07-08,67,289792,0.263,0.638,0.237,0.305,0.109,0.0461,-13.738,0.0344,73.024,3,4,sad
It's Ok - Slowed,It's Ok (Slowed),Edith Whiskers,5RKUztud1fb5UhO4gljjl7,2021-05-12,64,214371,0.58,0.978,0.183,0.0119,0.111,0.196,-13.6,0.0321,131.762,6,4,sad
Ribs,Pure Heroine,Lorde,2MvvoeRt8NcOXWESkxWn3g,2013-09-27,80,258969,0.511,0.534,0.472,0.614,0.11,0.0399,-9.277,0.091,127.978,4,4,sad
enough for you,SOUR,Olivia Rodrigo,2TOzTqQXNmR2zDJXihjZ2e,2021-05-21,80,202826,0.638,0.753,0.259,0.0,0.219,0.269,-10.706,0.0898,88.485,7,4,sad
welcome and goodbye,welcome and goodbye,"Dream, Ivory",5F3DM6Iz4axGiLUhxvQLs1,2018-03-31,6,140643,0.583,0.0196,0.717,0.745,0.0766,0.673,-5.212,0.0266,139.995,0,4,sad
Falling Apart,Hold the Rhythm,Michael Schulte,0aIW3ekrhK1eh3BYCh11op,2017-04-28,69,198573,0.543,0.824,0.333,3.87e-06,0.168,0.261,-9.355,0.0272,109.789,7,4,sad
hope ur ok,SOUR,Olivia Rodrigo,1zejeOnykpCoyVSit6Bwp3,2021-05-21,78,209560,0.443,0.388,0.298,1e-05,0.103,0.172,-12.181,0.0644,77.253,0,4,sad
Heaven's Not Too Far,We Three,We Three,1Gqfs4JkerbpDyS0mCzzs9,2018-12-14,60,242746,0.468,0.399,0.415,0.0,0.0978,0.146,-6.583,0.0304,116.724,9,4,sad
The Beach (Instrumental),The Beach (Instrumental),Lil Swervo Jr.,0HI3VZuCm40LsGwM5Y9tcF,2015-08-24,0,230835,0.677,0.8,0.213,0.927,0.0908,0.182,-18.224,0.033,136.019,2,4,sad
Daddy Issues,Wiped Out!,The Neighbourhood,5E30LdtzQTGqRvNd7l6kG5,2015-10-30,86,260173,0.588,0.0678,0.521,0.149,0.123,0.337,-9.461,0.0329,85.012,10,4,sad
burning piles - Slowed,burning piles (Slowed),Tooney Tunes,4Nwb63vYtwv8KgVw5LsIW0,2021-04-13,0,327993,0.548,0.0567,0.712,0.119,0.115,0.0845,-6.809,0.0395,111.993,1,4,sad
this is art - Remix,this is art (Remix),kidolitx,3qB0RVTAwjViKrmPh1vhYP,2021-04-12,0,110556,0.741,0.453,0.154,1.18e-06,0.266,0.318,-18.905,0.0442,116.755,1,4,sad
Where's My Love Slowed - Slowed,Where's My Love Slowed,Citethsea,4PXCmnoHNRhohFmFYeiRyJ,2021-03-23,0,266370,0.218,0.943,0.087,0.33,0.124,0.0858,-21.006,0.0386,127.221,11,4,sad
Loving You Is a Losing Game (Violin Lofi),Loving You Is a Losing Game (Violin Lofi),Lofi Night Drives,6uwfmzlGG6yVxsOyi1pJYO,2021-03-04,42,218427,0.311,0.625,0.12,0.91,0.0993,0.112,-18.9,0.0394,111.837,8,4,sad
yellow - Slowed,yellow (Slowed),Anime OverDrive,4545s69UkbryV2Qnki2WRL,2020-12-12,0,297848,0.508,0.00159,0.662,5.06e-05,0.255,0.183,-5.942,0.0253,77.521,9,4,sad
Rescue,Look Up Child,Lauren Daigle,7r9kOxiNDnkAg5QKqtyjVk,2018-09-07,68,215613,0.293,0.78,0.237,0.0,0.11,0.108,-8.17,0.0284,92.935,6,4,sad
John Wayne,Cigarettes After Sex,Cigarettes After Sex,6TWcSqCntZhH5vyc35kkob,2017-06-09,63,258483,0.441,0.343,0.465,0.884,0.0982,0.173,-8.389,0.0291,123.933,3,4,sad
We Don't Have To Take Our Clothes Off - Remastered 2015,Feline (Deluxe),Ella Eyre,49GpGYGli1xcxovgYf0k4c,2015-08-14,68,236293,0.56,0.952,0.17,6.75e-06,0.107,0.303,-9.317,0.0381,94.956,0,4,sad
Beautiful Thing,Perfectly Imperfect,Grace VanderWaal,4P3LBZjsWULnAS08KebYfW,2016-12-02,56,224880,0.502,0.883,0.156,0.0,0.0864,0.352,-9.155,0.0556,164.191,0,4,sad
Turning Page,Turning Page,Sydney Rose,5RzH8ZRHQgkgdZgyQqwIRg,2020-09-30,0,218451,0.393,0.964,0.018,0.0004,0.108,0.115,-20.968,0.0421,105.115,2,4,sad
worldstar money (interlude),In Tongues (Deluxe),Joji,0baNzeUcPQnQSagpe8T0mD,2018-02-14,80,126312,0.577,0.964,0.387,0.705,0.208,0.459,-8.607,0.274,146.565,7,1,sad
Anchor,Bathing Beach,Novo Amor,7qH9Z4dJEN0l9bidizW7fq,2017-05-26,75,257533,0.457,0.805,0.407,0.884,0.126,0.126,-11.475,0.0308,117.053,9,4,sad
Give up the Ghost (feat. Johnny McDaid),Fortuna,Rosi Golan,3vd0UjXkTeefxwfZNzUShT,2013-10-15,34,235213,0.705,0.906,0.212,0.000164,0.112,0.325,-11.813,0.0395,136.023,0,3,sad
Meadows,Fools,Wild Child,2l6fPqfcWjbGvqVZBEdRsG,2015-10-02,40,219040,0.713,0.351,0.484,0.00132,0.115,0.184,-7.856,0.0376,125.083,2,4,sad
Atlas: Son,Atlas: Son,Sleeping At Last,7I2JI29wWoxinz1ubgdGPJ,2015-08-21,29,244003,0.393,0.925,0.278,0.0,0.191,0.302,-12.429,0.0339,109.745,10,4,sad
Possibility,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),Various Artists,39Odj4vLKRarATkCA31gaW,2009-10-09,60,306440,0.285,0.768,0.311,0.00183,0.0809,0.0772,-10.012,0.032,117.813,0,4,sad
Little Things,Take Me Home: Yearbook Edition,One Direction,7kSLdGdXLey7pzLsWpdg1h,2012-11-09,0,219640,0.707,0.788,0.222,0.0,0.205,0.556,-11.716,0.0329,110.095,7,4,sad
The Only Exception,Brand New Eyes,Paramore,3ZHfX6kbiY7JVsB63lLOLu,2009-09-22,63,267653,0.452,0.144,0.563,0.0,0.143,0.209,-6.607,0.0272,137.715,4,3,sad
Everything Has Changed,Red (Big Machine Radio Release Special),Taylor Swift,3Z1kZKYfRC8iRXnYeC5sCJ,2012-10-22,67,245413,0.624,0.36,0.458,3.89e-06,0.311,0.436,-6.755,0.0287,80.016,6,4,sad
my future,Happier Than Ever,Billie Eilish,3YUMWmx8EJq0DurfuIwoGh,2021-07-30,71,210005,0.456,0.814,0.285,0.143,0.307,0.0809,-10.755,0.0979,104.89,8,4,sad
The Wisp Sings,The Wisp Sings,Winter Aid,68RI4I6SKm57SxjG06OYvN,2013-11-11,72,313252,0.521,0.988,0.0889,0.182,0.0965,0.0479,-19.457,0.0507,115.43,4,4,sad
Hearing,Atlas: II,Sleeping At Last,13Z3uZXTFpbLBZ8R1rTUKO,2019-11-01,64,248635,0.207,0.818,0.292,0.942,0.0934,0.11,-11.641,0.0328,141.869,7,4,sad
State Lines,Birthplace,Novo Amor,7CoMBpPTwQi2wPT0U0Nr9b,2018-10-19,74,208653,0.509,0.959,0.31,0.229,0.0963,0.151,-10.623,0.0313,137.474,9,3,sad
I Found - Acoustic,Pilot EP,Amber Run,3i7Iyc932rv1AZz7gl7dj8,2014-09-21,60,259480,0.386,0.957,0.0887,0.0,0.126,0.274,-11.166,0.0512,171.234,7,3,sad
Re: Stacks,"For Emma, Forever Ago",Bon Iver,2LthqyP0MLhGUBICwR1535,2008-02-19,2,401413,0.676,0.979,0.0812,0.416,0.118,0.314,-22.846,0.0398,125.053,2,4,sad
Colors - Stripped,Complementary Colors,Halsey,1rNRVQLMYCjB9LkgFbxXVu,2016-04-22,0,266733,0.255,0.685,0.371,0.0,0.124,0.0388,-8.935,0.0565,205.432,1,4,sad
Apocalypse,Cigarettes After Sex,Cigarettes After Sex,51QJPY4MKeIgc4XErzTnPv,2017-06-09,0,290146,0.369,0.0194,0.467,0.46,0.109,0.174,-9.018,0.0274,94.475,5,4,sad
The Weight Of Us,The Weight Of Us - Single,Sanders Bohlke,6INCY99c7qXPWEmjFIaK9O,2009-03-26,43,335348,0.463,0.385,0.571,0.0101,0.0708,0.258,-11.622,0.0513,125.936,3,3,sad
Rebirth,Winter,Vancouver Sleep Clinic,1iySg9GTWdS0kHbGZSzdhA,2014-03-10,36,309850,0.232,0.624,0.477,0.397,0.0881,0.159,-10.902,0.0306,143.774,2,4,sad
I Think It's Going to Rain Today,Long Way Down (Deluxe),Tom Odell,2o3iGAzNkjPG8oPDvNtMKK,2013-06-24,41,174800,0.339,0.88,0.075,0.000815,0.105,0.139,-17.527,0.0383,99.583,9,4,sad
Wings,Fire Within,Birdy,1D4XFKolp63mNqqMXJJL1V,2013-09-16,54,252106,0.474,0.0831,0.707,0.0,0.162,0.224,-4.534,0.0253,83.235,7,4,sad
Let It All Go,Let It All Go,Birdy,70K0ezmzYEZeqoSaZMyP7o,2015-08-06,68,280757,0.383,0.817,0.43,1.04e-06,0.0869,0.174,-8.644,0.0302,107.005,10,4,sad
K.,Cigarettes After Sex,Cigarettes After Sex,1FWsomP9StpCcXNWmJk8Cl,2017-06-09,75,320030,0.454,0.139,0.4,0.846,0.137,0.327,-10.261,0.0265,93.719,3,4,sad
Nobody Cares,Nobody Cares,Kina,4CALLtGlZBwdpfQvMQvhH2,2018-03-05,28,175229,0.657,0.725,0.159,0.73,0.279,0.0833,-15.618,0.0395,100.018,4,4,sad
wherever you would call me,wherever you would call me,Zaini,5ehoXwpw70o6WEEufJm1q7,2019-06-14,64,213818,0.661,0.457,0.396,0.258,0.919,0.0352,-13.093,0.0466,109.989,7,4,sad
Where's My Love - Alternate Version,Hurt for Me,SYML,1BwBeG8Pae6uHp3w29AHvi,2016-09-09,20,248333,0.382,0.904,0.219,0.0196,0.108,0.161,-11.805,0.0318,103.768,0,4,sad
MINE,MINE,awfultune,51fMzpQpLMmeRP9qpekMRR,2019-02-12,65,175354,0.693,0.845,0.0693,1.14e-06,0.142,0.217,-20.707,0.0492,67.448,1,3,sad
IT'S OK - Slowed,IT'S OK (Slowed),Lil Drako,6IqK1EbAlARIcPY7t66MNT,2020-12-09,0,215040,0.575,0.982,0.0794,0.0176,0.108,0.192,-20.193,0.0333,131.79,6,4,sad
Behind the Clouds,Behind the Clouds,yaeow,6l8mSWXw3Jy7TvM0r8W6LR,2020-09-17,53,160000,0.579,0.938,0.109,0.0344,0.108,0.276,-16.129,0.0379,134.98,3,4,sad
Your Problems,The Romantic Album,Maria Ws,7boV1OYe91aFDQugcLDWO4,2021-09-15,4,304027,0.544,0.0624,0.47,0.844,0.113,0.253,-9.89,0.0459,144.437,2,4,sad
Only,Dawn,RY X,1GxNPd5r7D1zChEMuMhue0,2016-05-06,64,268455,0.429,0.902,0.167,0.522,0.109,0.0913,-15.725,0.0298,109.071,7,4,sad
You Did It,Feelings,Jeffrey Nice,4D9TV3FON7XADf1BZZq09b,2021-10-05,2,191064,0.35,0.814,0.254,1.15e-05,0.126,0.2,-12.352,0.032,135.161,4,4,sad
Death Bed - Slowed,Unforgettable - Slowed,Khlaw,2xuILZMBDKknM8APSOmiq3,2019-02-12,0,233499,0.736,0.867,0.449,4.61e-05,0.368,0.347,-7.112,0.0288,107.994,10,4,sad
"freaks but slowed, muffled echo","freaks but slowed, muffled echo",Dazel Ukuto,3j7VbHWftihT70fBSvT9Aa,2021-05-27,35,176640,0.341,0.479,0.393,0.727,0.11,0.187,-27.104,0.0478,144.631,10,4,sad
Arcade(Slowed),Arcade(Slowed),Cozy Soundz,3z50KJ8BAHkqDARdJfsAbm,2021-02-17,34,217143,0.31,0.839,0.163,0.009,0.145,0.238,-22.099,0.0555,122.217,6,4,sad
fire on fire - Slowed,fire on fire - Slowed,Safenokk,1JaxuyiqAQDjCs7wDcgpC7,2008,20,293091,0.502,0.675,0.317,0.000136,0.374,0.278,-12.648,0.0591,94.37,10,4,sad
Girl i've never loved one like you,Girl i've never loved one like you,kidolitx,3D1Zzwn00m2WLehuOwKgjs,2021-07-28,46,319912,0.512,0.847,0.182,0.281,0.0822,0.373,-19.772,0.0424,74.015,1,4,sad
Another Love (Slowed Remix),Another Love (Slowed Remix),frxzen,3oqtlacBN2YWffTU0AEybe,2021-09-03,0,284427,0.376,0.684,0.598,0.000307,0.106,0.125,-9.942,0.0532,105.624,1,4,sad
"Here, It Will Rain When You Talking to the Moon","Here, It Will Rain When You Talking to the Moon",MidnightDrives,2orwKmGKzfLoGhY04I0Ale,2021-07-10,43,206800,0.42,0.693,0.489,0.00195,0.323,0.0683,-10.923,0.0367,127.114,5,4,sad
forgotten,forgotten,Gehen,1WqHyrJNVN8hUA8oXnea35,2021-03-12,57,118360,0.591,0.862,0.261,0.949,0.168,0.559,-13.301,0.0558,85.92,9,4,sad
Not afraid anymore...Bored,Not afraid anymore...Bored,FiloChill,5tKcS0GnOaWRKGotge0byf,2021-10-30,3,211762,0.54,0.935,0.237,0.000233,0.102,0.127,-16.825,0.0427,101.923,4,4,sad
I hate all men but when he - Slowed,I hate all men but when he - Slowed,Safenokk,7jUVmN40g4lLRiCnFcWshX,2008,35,161091,0.315,0.991,0.0218,0.00239,0.15,0.296,-25.36,0.0586,168.121,10,5,sad
happier than ever (slowed reverb),happier than ever (slowed reverb),yassprodd,53hMD5jIDXTpL2CqeWqgJo,2021-08-04,0,354925,0.332,0.751,0.22,0.132,0.127,0.106,-9.921,0.0313,134.898,10,3,sad
i've never felt so alone - slowed & filtered,i've never felt so alone (slowed & filtered),Rising6,5yJ8ZbAqFOq6wM9Il9ZcUV,2021-07-26,27,137404,0.483,0.98,0.216,0.976,0.108,0.273,-19.957,0.0805,82.052,8,3,sad
Home,A Coming of Age,Danny Knutelsky,1Xy1QT5ZM1a2ta6rUGxBii,2020-07-19,49,219961,0.5,0.852,0.234,0.000137,0.096,0.166,-14.915,0.0294,139.797,3,4,sad
"From Me, the Moon","From Me, the Moon",Lav,2Xpjglns3XSGYEEyomvbIk,2020-02-05,58,235656,0.556,0.995,0.0179,0.16,0.0684,0.152,-28.603,0.0383,99.411,0,4,sad
Your Sister Was Right,Your City Gave Me Asthma,Wilbur Soot,5BNAzE37hmpyCx0hyrgDqJ,2020-06-25,68,152072,0.504,0.925,0.278,0.108,0.129,0.15,-16.502,0.0772,83.729,2,4,sad
My Kind of Woman (Slowed),My Kind of Woman (Slowed),ToysaCatch,1PC6rcvwje7LjU4vFnrVqx,2022-01-22,46,477982,0.264,0.539,0.52,0.00469,0.322,0.343,-13.444,0.054,143.71,7,4,sad
Cigarette Daydreams - Unpeeled,Unpeeled,Cage The Elephant,5DxEW4Mgz7SIPrdy1EKrA3,2017-07-28,49,206840,0.616,0.403,0.56,0.0,0.0979,0.299,-7.436,0.0272,116.336,2,4,sad
rises the moon,recently,Liana Flores,51Grh1RyUDcMBbpuyUIUHI,2019-04-10,78,161929,0.483,0.947,0.129,0.145,0.106,0.203,-20.149,0.0349,137.35,5,3,sad
Fall in Love with You.,Fall in Love with You.,Montell Fish,31MQR9rOHRXyg4J01hRY1h,2021-11-05,69,132000,0.483,0.922,0.0394,0.0125,0.112,0.146,-19.525,0.0537,73.984,4,4,sad
Only,Dawn,RY X,4PGkrWgK8x5SlzvSFdK0pl,2016-05-06,0,268455,0.371,0.905,0.176,0.557,0.109,0.091,-15.521,0.0307,108.168,7,4,sad
j's lullaby (darlin' i'd wait for you),j's lullaby (darlin' i'd wait for you),Delaney Bailey,7LNm1oWd6PniO9wRYpNY5o,2022-01-07,72,290132,0.54,0.498,0.11,0.000614,0.0781,0.172,-19.885,0.0328,76.068,8,4,sad
